nombre,tipo_estudio,precio
"Bypass Duodenum to Ileum with Autol Sub, Endo",citologia,19935.27
"Supplement Right Kidney Pelvis with Autol Sub, Via Opening",biopsia,17593.73
"Drainage of Right Acetabulum with Drain Dev, Open Approach",biopsia,9106.31
"Transplantation of Ear, Nose and Sinus into POC, Via Opening",biopsia,22356.09
"Division of Skull, Open Approach",biopsia,15016.73
"Drainage of Left Lacrimal Bone, Perc Endo Approach",citologia,19723.19
"Bypass Bilateral Ureters to Ileum, Perc Endo Approach",citologia,28913.53
"Transfuse Allo Unsp Cord Bld Stem Cell in Central Vein, Perc",biopsia,7266.05
LDR Brachytherapy of Chest Wall using Californium 252,citologia,20060.56
"Removal of Int Fix from T-lum Jt, Extern Approach",citologia,29405.51
"Dilate R Brach Art, Bifurc, w 3 Drug-elut, Open",citologia,27930.23
"Replace L Ext Jugular Vein w Synth Sub, Perc Endo",citologia,8517.15
"Occlusion of L Fem Art with Extralum Dev, Perc Approach",citologia,12620.87
"Drainage of Head & Neck Bursa/Lig, Perc Endo Approach, Diagn",biopsia,11958.97
"Introduce of Radioact Subst into Mouth/Phar, Perc Approach",citologia,12490.0
"Restrict of R Int Mamm Art with Extralum Dev, Perc Approach",citologia,4879.52
"Repair Right Posterior Tibial Artery, Percutaneous Approach",biopsia,11087.05
"Excision of Cecum, Open Approach, Diagnostic",biopsia,14207.05
"Extirpation of Matter from L Axilla Art, Perc Approach",citologia,22724.9
"Bypass Right Kidney Pelvis to Left Ureter, Open Approach",biopsia,3711.66
"Reposition Right Orbit, Percutaneous Approach",citologia,23115.7
"Occlusion Hepatic Vein w Intralum Dev, Perc Endo",citologia,26409.24
"Reposition Superior Mesenteric Artery, Open Approach",citologia,9285.44
"Removal of Infusion Dev from Tracheobronc Tree, Via Opening",biopsia,16496.7
"Release Right Patella, Percutaneous Endoscopic Approach",biopsia,16982.71
Stereotactic Gamma Beam Radiosurgery of Nasopharynx,citologia,9791.24
"Drainage of Stomach, Pylorus, Percutaneous Approach, Diagn",citologia,18051.47
"Bypass Esophageal Vein to Lower Vein, Perc Endo Approach",biopsia,22367.45
"Supplement Coccyx with Nonaut Sub, Open Approach",citologia,22056.77
"Insert of Hybrid Ext Fix into L Humeral Head, Open Approach",citologia,18435.72
"Division of Right Parietal Bone, Open Approach",citologia,11810.23
"Release Bladder, Percutaneous Approach",biopsia,27278.28
"Revision of Drainage Device in Penis, Percutaneous Approach",biopsia,27664.58
"Dilation of L Ext Iliac Art, Bifurc, Open Approach",biopsia,13819.15
"Excision of Left Ethmoid Bone, Percutaneous Approach",citologia,15427.96
"Excision of Sup Mesent Art, Perc Endo Approach, Diagn",citologia,19135.04
"Excision of Right Zygomatic Bone, Perc Approach, Diagn",citologia,26328.28
"Revision of Intraluminal Device in Right Eye, Perc Approach",biopsia,12216.5
"Fluoroscopy Bi Up Extrem Art w H Osm Contrast, Laser Intraop",citologia,5045.75
"Transplantation of Right Lung, Allogeneic, Open Approach",biopsia,1953.5
LDR Brachytherapy of Uterus using Californium 252,citologia,26722.39
"Supplement R Low Leg Muscle w Nonaut Sub, Perc Endo",biopsia,3696.2
"Bypass Innominate Artery to Lower Arm Vein, Open Approach",biopsia,9401.49
"Occlusion of Up Esophag with Extralum Dev, Open Approach",citologia,8311.23
"Supplement Perineum Muscle with Synth Sub, Open Approach",citologia,16531.71
"Reposition Left Lesser Saphenous Vein, Open Approach",citologia,11330.68
CT Scan of Skull using H Osm Contrast,citologia,10806.7
"Drainage of Innominate Artery, Percutaneous Approach, Diagn",citologia,15051.42
"Excision of Coccygeal Joint, Perc Endo Approach, Diagn",citologia,9268.26
"Fluoroscopy of L Jugular Vein using Oth Contrast, Guidance",biopsia,27527.0
"Restrict of L Int Mamm Art with Intralum Dev, Perc Approach",citologia,15178.13
"Revision of Monitoring Device in Right Lung, Perc Approach",citologia,25820.89
"Dilate of Mid Colic Art with 4+ Intralum Dev, Perc Approach",citologia,20177.52
"Extirpate matter from L Ext Auditory Canal, Extern",biopsia,20308.58
Change Packing Material on Left Toe,biopsia,21757.73
"Supplement Right Hip Tendon with Autol Sub, Open Approach",citologia,28798.14
Beam Radiation of Brain using Photons 1 - 10 MeV,citologia,29879.18
"Fragmentation in Genitourinary Tract, Open Approach",citologia,4882.36
"Dilate Innom Art, Bifurc, w 2 Intralum Dev, Perc",biopsia,10059.28
"Restriction of Rectum, Endo",citologia,10917.37
"Insert of Infusion Dev into Oral Cav & Throat, Open Approach",biopsia,27693.24
"Repair Left Hand Muscle, Percutaneous Endoscopic Approach",citologia,18265.1
Stereotactic Gamma Beam Radiosurgery of Right Breast,citologia,6247.59
"Dilate of L Post Tib Art with Drug-elut Intra, Open Approach",citologia,26124.15
"Bypass Esophag to Jejunum w Nonaut Sub, Perc Endo",citologia,7683.54
"Introduction of Destructive Agent into POC, Perc Approach",citologia,16135.22
"Supplement R Verteb Vein with Nonaut Sub, Perc Endo Approach",citologia,21368.32
"Introduce of Oth Anti-infect into Periph Art, Perc Approach",citologia,21033.59
"Drainage of Left Trunk Muscle, Perc Endo Approach, Diagn",biopsia,11030.88
"Bypass L Com Iliac Art to R Ext Ilia w Synth Sub, Open",biopsia,16658.76
Speech Threshold Assessment using Cochlear Implant Equipment,citologia,2595.35
"Replace L Humeral Shaft w Synth Sub, Perc Endo",citologia,4422.43
"Upper Veins, Supplement",citologia,24307.8
"Excision of Left Lung, Endo, Diagn",biopsia,29484.43
"Drainage of Left Upper Lung Lobe, Percutaneous Approach",citologia,16363.06
"Drainage of Azygos Vein, Open Approach",biopsia,26767.23
"Removal of Autol Sub from R Breast, Via Opening",citologia,10129.43
"Supplement Left 3rd Toe with Synth Sub, Perc Endo Approach",biopsia,22371.4
"Supplement R Ext Jugular Vein w Nonaut Sub, Perc Endo",citologia,17427.17
"Supplement Left Rib with Nonaut Sub, Perc Endo Approach",biopsia,22246.33
"Reposition Left Tarsal Joint with Int Fix, Open Approach",biopsia,9776.29
"Resection of Pelvis Lymphatic, Open Approach",biopsia,10999.91
"Removal of Infusion Device from Stomach, Open Approach",biopsia,20434.91
"Removal of Nonaut Sub from Heart, Perc Endo Approach",citologia,7689.24
"Occlusion of Esophageal Vein, Perc Endo Approach",biopsia,10542.59
"Removal of Autol Sub from Heart, Perc Endo Approach",biopsia,12621.27
"Change Other Device in Left Lung, External Approach",citologia,7254.83
"Extirpate of Matter from R Finger Phalanx Jt, Perc Approach",citologia,10064.43
"Drain L Low Extrem Lymph w Drain Dev, Perc Endo",citologia,29384.37
"Irrigation of Nose using Irrigat, Via Opening, Diagn",biopsia,14665.73
"Occlusion of R Popl Art with Intralum Dev, Perc Approach",citologia,26165.7
"Alteration of R Low Eyelid with Autol Sub, Open Approach",citologia,15724.41
"Destruction of R Low Arm & Wrist Tendon, Perc Endo Approach",citologia,12842.74
Fluoroscopy of Duodenum,biopsia,3456.43
"Occlusion of Right Axillary Lymphatic, Open Approach",citologia,7036.87
"Dilation of R Ext Iliac Art, Bifurc, Perc Approach",citologia,9176.0
"Revision of Nonaut Sub in Larynx, Open Approach",biopsia,11934.09
"Introduction of Other Gas into Bil/Panc Tract, Perc Approach",citologia,17597.99
"Supplement R Hip Jt, Femoral with Liner, Open Approach",citologia,14882.56
"Drainage of Left Carpal Joint, Open Approach",citologia,19498.42
"Fusion >7 T Jt w Synth Sub, Ant Appr A Col, Perc",biopsia,14081.13
"Drainage of Right Subclavian Vein, Perc Endo Approach, Diagn",citologia,10813.37
"Dilate L Post Tib Art w 3 Drug-elut, Perc Endo",citologia,8872.54
"Drainage of R Low Eyelid with Drain Dev, Extern Approach",citologia,26713.62
"Supplement Lumsac Jt with Nonaut Sub, Perc Endo Approach",biopsia,22971.76
"Bypass Left Atrium to L Pulm Vn with Autol Vn, Open Approach",citologia,27406.92
"Introduce of Destr Agent into Cran Cav/Brain, Perc Approach",biopsia,23284.55
"Drainage of R Int Carotid, Perc Endo Approach",biopsia,28975.06
"Excision of Superior Mesenteric Vein, Open Approach",biopsia,24478.05
"Extirpate of Matter from R Cephalic Vein, Perc Endo Approach",biopsia,20179.85
"Reattachment of Jejunum, Open Approach",citologia,9715.95
"Reposition Carina, Open Approach",biopsia,17671.39
"Drainage of Left Fallopian Tube, Percutaneous Approach",citologia,8522.18
"Extirpation of Matter from L Shoulder Tendon, Perc Approach",biopsia,1625.21
"Drainage of Access Pancr Duct with Drain Dev, Open Approach",biopsia,17499.09
"Control Bleeding in Right Inguinal Region, Open Approach",citologia,11027.45
"Excision of Buttock Subcu/Fascia, Perc Approach, Diagn",citologia,25789.56
"Supplement Left Sphenoid Bone with Autol Sub, Perc Approach",biopsia,21974.95
"Irrigation of Indwell Dev using Irrigat, Extern Approach",citologia,16670.26
"Fusion C-thor Jt w Synth Sub, Post Appr P Col, Perc Endo",citologia,9666.23
"Drainage of Pineal Body, Percutaneous Approach, Diagnostic",biopsia,24657.18
"Removal of Monitoring Device from Cereb Vent, Open Approach",biopsia,16223.01
"Replace R Hip Jt, Acetab w Ceramic, Cement, Open",citologia,13881.37
"Fusion >7 T Jt w Autol Sub, Ant Appr A Col, Open",citologia,21702.1
"Insert Intralum Dev in L Int Carotid, Perc Endo",biopsia,5236.31
Beam Radiation Parathyroid Glands w Photons 1 - 10 MeV,citologia,21202.51
"Release Large Intestine, Percutaneous Endoscopic Approach",citologia,6735.7
HDR Brachytherapy of Kidney using Iodine 125,biopsia,4618.55
"Removal of Ext Fix from R Elbow Jt, Open Approach",biopsia,6281.28
"Replacement of Right Clavicle with Synth Sub, Perc Approach",citologia,6500.07
"Chiropractic Manipulation Cervical Region, Direct Visceral",biopsia,10763.27
"Insert Infusion Pump in L Low Leg Subcu/Fascia, Open",citologia,24324.59
"Drainage of Left Lower Extremity, Perc Endo Approach, Diagn",biopsia,24488.72
"Drainage of Right Upper Arm Tendon, Perc Endo Approach",biopsia,17721.21
"Introduce of Antiarrhythmic into Central Vein, Perc Approach",biopsia,27075.46
"Introduction of Destructive Agent into Eye, Via Opening",biopsia,6867.4
"Revise of Drain Dev in Epididymis/Sperm Cord, Perc Approach",citologia,12019.98
"Restriction of Ileocecal Valve, Via Opening",citologia,26543.54
"Destruction of Left Internal Iliac Artery, Perc Approach",biopsia,26093.55
"Removal of Stimulator Lead from Ureter, External Approach",citologia,15167.71
"Removal of Autol Sub from Great Vessel, Open Approach",citologia,3504.81
"Occlusion Int Mamm, R Lymph w Intralum Dev, Perc Endo",biopsia,8295.97
"Drainage of Lumbar Sympathetic Nerve, Open Approach, Diagn",biopsia,15943.1
"Drainage of Left Thyroid Gland Lobe, Perc Approach, Diagn",biopsia,12180.52
"Introduce of Oth Diagn Subst into Central Art, Open Approach",biopsia,15192.55
"Removal of Nonaut Sub from Heart, Open Approach",biopsia,27291.51
"Division of Right Acetabulum, Percutaneous Approach",citologia,12815.72
"Supplement Innominate Artery with Synth Sub, Open Approach",citologia,27087.89
"Drainage of Occipital-cervical Joint, Open Approach",citologia,19776.96
"Restriction of L Renal Vein with Extralum Dev, Perc Approach",citologia,27398.36
Plain Radiography of Corpora Cavernosa using L Osm Contrast,citologia,9556.12
"Resection of Thorax Lymphatic, Open Approach",biopsia,8205.73
"Removal of Autologous Tissue Substitute from Right Eye, Endo",biopsia,13406.22
"Removal of Nonaut Sub from L Pelvic Bone, Open Approach",biopsia,23488.16
"Supplement Penis with Autol Sub, Extern Approach",biopsia,7617.56
"Supplement L Index Finger with Autol Sub, Perc Endo Approach",citologia,3957.42
"Insertion of Int Fix into R Lacrimal Bone, Perc Approach",citologia,3115.33
"Occlusion of Left Subclavian Artery, Open Approach",citologia,27297.39
Wound Management Treatment of Integu Body using Prosthesis,citologia,29552.88
"Motor Functn Trmt Musculosk Head, Neck w Assist Equip",citologia,29741.26
"Alteration of Left Lower Leg with Synth Sub, Perc Approach",citologia,1921.42
"Replace of L Hip Jt, Femoral with Autol Sub, Open Approach",citologia,19719.32
Stereotactic Particulate Radiosurgery of Peripheral Nerve,biopsia,19204.47
"Inspection of Vagina and Cul-de-sac, Open Approach",citologia,8043.85
"Supplement R Ext Jugular Vein with Synth Sub, Open Approach",citologia,20212.89
"Revision of Autol Sub in R Ulna, Perc Approach",citologia,14706.48
Stereotactic Other Photon Radiosurgery of Hard Palate,biopsia,20616.01
"Bypass Ascending Colon to Cutaneous with Autol Sub, Endo",citologia,19948.8
"Removal of Intralum Dev from Thoracic Duct, Open Approach",citologia,1323.51
"Bypass R Fem Art to Poplit Art, Perc Endo Approach",biopsia,11856.69
"Occlusion of Low Vein with Extralum Dev, Perc Endo Approach",citologia,17335.11
HDR Brachytherapy of Tongue using Palladium 103,biopsia,2405.22
"Fusion L Metacarpocarp Jt w Autol Sub, Perc Endo",citologia,16725.8
"Bypass Trans Colon to Desc Colon w Synth Sub, Open",biopsia,24170.2
"Repair Ventricular Septum, Open Approach",biopsia,5211.48
"Remove Infusion Dev from Uterus & Cervix, Perc Endo",citologia,12752.18
Dichotic Stimuli Assessment using Audiovisual Equipment,biopsia,26439.33
Beam Radiation of Jejunum using Photons 1 - 10 MeV,biopsia,18980.1
"Extirpation of Matter from Phrenic Nerve, Perc Endo Approach",citologia,8602.24
"Dilation of R Renal Art with 4 Drug-elut, Open Approach",citologia,20057.38
"Supplement Abdominal Wall with Autol Sub, Perc Endo Approach",biopsia,28681.43
"Restriction of R Hepatic Duct with Intralum Dev, Via Opening",citologia,22125.76
"Reposition R Shoulder Bursa/Lig, Perc Endo Approach",biopsia,26318.96
"Excision of Bilateral Ovaries, Perc Endo Approach, Diagn",citologia,10141.24
"Alteration of R Knee with Synth Sub, Open Approach",citologia,11497.91
"Lower Veins, Insertion",biopsia,11615.63
"Replace of Face Subcu/Fascia with Nonaut Sub, Open Approach",biopsia,29067.95
"Drainage of Cul-de-sac with Drainage Device, Via Opening",biopsia,15819.19
"Destruction of Spinal Meninges, Open Approach",biopsia,28143.82
"Drainage of Splenic Artery, Percutaneous Endoscopic Approach",biopsia,2589.6
"Removal of Infusion Dev from Male Perineum, Extern Approach",biopsia,6897.82
"Excision of Left Superior Parathyroid Gland, Perc Approach",citologia,14088.93
Fluoroscopy of Pelvic Arteries using Low Osmolar Contrast,biopsia,14152.65
"Drainage of Right Ethmoid Bone, Perc Endo Approach",citologia,7423.57
"Introduce Radioact Subst in Cran Cav/Brain, Perc",citologia,20360.7
"Drainage of Right Frontal Bone, Percutaneous Approach",citologia,1094.11
"Transplantation of Lung Lingula, Zooplastic, Open Approach",biopsia,6415.52
"Change Drainage Device in Right Ear, External Approach",biopsia,3512.9
"Dilate Hepatic Art, Bifurc, w 3 Intralum Dev, Perc",biopsia,16439.0
"Drainage of Right Eustachian Tube, Via Opening, Diagn",biopsia,9212.66
"Extraction of Peroneal Nerve, Perc Endo Approach",biopsia,7992.91
Beam Radiation of Spleen using Photons 1 - 10 MeV,biopsia,27932.2
Plain Radiography of Left Ureter using Other Contrast,citologia,22491.36
"Supplement Celiac Artery with Synth Sub, Perc Approach",citologia,4522.4
"Revision of Synthetic Substitute in L Ulna, Extern Approach",citologia,14181.11
HDR Brachytherapy of Pelvic Region using Oth Isotope,citologia,16551.53
"Occlusion of Right Ureter with Intralum Dev, Open Approach",biopsia,28965.66
"Removal of Ext Fix from L Toe Phalanx, Perc Endo Approach",biopsia,14237.21
"Bypass R Pulm Art from Subclav w Zooplastic, Open",citologia,7056.39
"Drainage of Adenoids, Percutaneous Approach",biopsia,5321.09
"Revision of Ext Fix in R Fibula, Perc Approach",biopsia,18072.52
"Supplement Trigem Nrv with Autol Sub, Perc Endo Approach",citologia,15733.22
"Revision of VAD in Trunk Subcu/Fascia, Open Approach",biopsia,4193.82
"Dilation of 3 Cor Art, Bifurc, Open Approach",citologia,2558.27
"Fragmentation in Left Pleural Cavity, Open Approach",citologia,8513.15
"Repair Ventricular Septum, Percutaneous Approach",citologia,1018.25
Sys Nucl Med Therapy of Whole Body using Samarium 153,biopsia,17467.12
"Revision of Intraluminal Device in Right Eye, Endo",citologia,19948.09
"Reposition Right Lacrimal Gland, Open Approach",biopsia,17903.27
"Fragmentation in Right Hepatic Duct, Endo",citologia,8133.39
"Drainage of Left Fibula, Percutaneous Approach, Diagnostic",citologia,19036.25
"Bypass L Fem Art to Foot Art w Nonaut Sub, Perc Endo",citologia,2000.18
"Extraction of Right Lower Arm Skin, External Approach",citologia,13556.77
"Excision of Appendix, Open Approach, Diagnostic",biopsia,27221.3
Change Other Device on Right Hand,biopsia,3237.97
"Replacement of L Metacarpal with Nonaut Sub, Perc Approach",citologia,8895.28
"Restrict of Ileocecal Valve with Intralum Dev, Open Approach",biopsia,25187.41
"Restriction of Portal Vein, Percutaneous Approach",citologia,9192.79
"Revision of Nonaut Sub in R Metacarpal, Extern Approach",citologia,6840.43
"Drainage of Right Middle Lobe Bronchus with Drain Dev, Endo",citologia,26084.04
"Excision of Right Retina, Percutaneous Approach, Diagnostic",citologia,26557.31
"Release Left Lower Lung Lobe, Endo",citologia,4198.3
"Insertion of Int Fix into R Finger Phalanx Jt, Perc Approach",citologia,8550.8
"Dilation of Up Art, Bifurc, with 4 Drug-elut, Perc Approach",biopsia,26182.43
"Drainage of Left Hand Artery, Perc Endo Approach, Diagn",biopsia,25214.73
"Extirpation of Matter from Left Cephalic Vein, Perc Approach",citologia,4297.06
"Fragmentation in Small Intestine, External Approach",citologia,2321.99
"Inspection of Retained POC, Open Approach",citologia,2351.69
"Drainage of Left Ankle Tendon, Percutaneous Approach, Diagn",biopsia,27564.85
"Alteration of Abdominal Wall with Autol Sub, Open Approach",biopsia,21659.18
"Drain R Inguinal Region w Drain Dev, Perc Endo",citologia,12660.87
"Release Right Trunk Muscle, Open Approach",biopsia,9984.74
"Dilation of R Int Carotid with 3 Drug-elut, Open Approach",biopsia,4933.49
"Supplement L Innom Vein with Autol Sub, Perc Approach",citologia,2655.59
